"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"ORAN","Orange","15.23","40512662002.77","n/a","France","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oran",
"OEC","Orion Engineered Carbons S.A","18.65","1106258301.35","n/a","Luxembourg","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oec",
"OXFD","Oxford Immunotec Global PLC","12.88","290700067.28","n/a","United Kingdom","2013","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/oxfd",
"PACD","Pacific Drilling S.A.","3.73","79008860","n/a","Luxembourg","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pacd",
"PTHN","Patheon N.V.","28.91","0","n/a","Netherlands","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pthn",
"PSO","Pearson, Plc","9.49","7728304870","n/a","United Kingdom","n/a","Consumer Services","Books","http://www.nasdaq.com/symbol/pso",
"PNR","Pentair plc.","58.37","10570419773.42","n/a","Switzerland","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pnr",
"PIRS","Pieris Pharmaceuticals, Inc.","1.62","69755299.74","n/a","Germany","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/pirs",
"LENS","Presbia PLC","3.9","52148635.5","n/a","Ireland","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lens",
"PRQR","ProQR Therapeutics N.V.","6.4","149419878.4","n/a","Netherlands","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prqr",
"PUK","Prudential Public Limited Company","34.09","43847494759.11","n/a","United Kingdom","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/puk",
"PUK^","Prudential Public Limited Company","26.47","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/puk^",
"PUK^A","Prudential Public Limited Company","26.57","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/puk^a",
"PXS","Pyxis Tankers Inc.","2.48","45329174.64","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/pxs",
"QGEN","Qiagen N.V.","25.8","6039625819.2","n/a","Netherlands","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/qgen",
"QTNT","Quotient Limited","6.92","204028934","n/a","United Kingdom","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtnt",
"GOLD","Randgold Resources Limited","86.94","8145632818.26","n/a","Jersey","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gold",
"RENX","RELX N.V.","16.68","34284072000","n/a","Netherlands","2015","Consumer Services","Publishing","http://www.nasdaq.com/symbol/renx",
"RELX","RELX PLC","18.06","37120524000","n/a","United Kingdom","2015","Consumer Services","Publishing","http://www.nasdaq.com/symbol/relx",
"RBS","Royal Bank Scotland plc (The)","4.68","27506700000","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs",
"RBS^F","Royal Bank Scotland plc (The)","25.9","0","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^f",
"RBS^H","Royal Bank Scotland plc (The)","25.73","0","n/a","United Kingdom","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^h",
"RBS^L","Royal Bank Scotland plc (The)","25.23","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^l",
"RBS^S","Royal Bank Scotland plc (The)","25.65","0","n/a","United Kingdom","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^s",
"RYAAY","Ryanair Holdings plc","73.37","18407065600","n/a","Ireland","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay",
"GCVRZ","Sanofi","0.28","0","n/a","France","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","37.75","97176481331.5","n/a","France","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sny",
"SAP","SAP SE","88.82","109115745886.24","n/a","Germany","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sap",
"SLB","Schlumberger N.V.","80.47","111909108359.1","n/a","France","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/slb",
"SDLP","Seadrill Partners LLC","3.58","328721328","n/a","United Kingdom","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdlp",
"STX","Seagate Technology PLC","34.5","10302018469.5","n/a","Ireland","2002","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx",
"SHIP","Seanergy Maritime Holdings Corp","2.55","49761745.5","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"ST","Sensata Technologies Holding N.V.","37.26","6365194880.04","n/a","Netherlands","2010","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/st",
"SQNS","Sequans Communications S.A.","1.72","102050816.4","n/a","France","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/sqns",
"SHPG","Shire plc","184.4","55332302799.2","n/a","Ireland","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/shpg",
"SNN","Smith & Nephew SNATS, Inc.","30.4","13914798382.4","n/a","United Kingdom","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/snn",
"SBLK","Star Bulk Carriers Corp.","4.62","203075144.58","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"SBLKL","Star Bulk Carriers Corp.","21.43","0","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl",
"STO","Statoil ASA","16.52","52676450141.56","n/a","Norway","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/sto",
"GASS","StealthGas, Inc.","3.306","133951436.856","n/a","Greece","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STLR","Stellar Acquisition III Inc.","n/a","0","n/a","Greece","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlr",
"STLRU","Stellar Acquisition III Inc.","10","0","n/a","Greece","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlru",
"STLRW","Stellar Acquisition III Inc.","0.1701","0","n/a","Greece","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlrw",
"STM","STMicroelectronics N.V.","8.06","7119143416.84","n/a","Switzerland","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/stm",
"SMMT","Summit Therapeutics plc","12.07","148423462.3","n/a","United Kingdom","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/smmt",
"SYT","Syngenta AG","85.11","39553020931.95","n/a","Switzerland","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/syt",
"TLND","Talend S.A.","23.67","662093807.85","n/a","France","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tlnd",
"TCPI","TCP International Holdings Ltd.","1.49","42334444.71","n/a","Switzerland","2014","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/tcpi",
"TEL","TE Connectivity Ltd.","61.78","21965874984.3","n/a","Switzerland","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tel",
"TI","Telecom Italia S.P.A.","8.35","16168897481.8","n/a","Italy","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ti",
"TEF","Telefonica SA","9.86","49055464082.42","n/a","Spain","1988","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tef",
"TS","Tenaris S.A.","28.99","17111881350.85","n/a","Luxembourg","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ts",
"TX","Ternium S.A.","22.43","4403181195.11","n/a","Luxembourg","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/tx",
"TOPS","TOP Ships Inc.","2.81","9982190.61","n/a","Greece","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tops",
"TOT","TotalFinaElf, S.A.","48.28","115355215514.88","n/a","France","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tot",
"RIG","Transocean Ltd.","10.5","3836613438","n/a","Switzerland","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rig",
"RIGP","Transocean Partners LLC","12.24","838454308.56","n/a","United Kingdom","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rigp",
"TRIB","Trinity Biotech plc","7.06","169157840.04","n/a","Ireland","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/trib",
"TNP","Tsakos Energy Navigation Ltd","5.01","437566646.52","n/a","Greece","2002","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tnp",
"TNP^B","Tsakos Energy Navigation Ltd","25.64","0","n/a","Greece","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tnp^b",
"TNP^C","Tsakos Energy Navigation Ltd","25.92","0","n/a","Greece","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tnp^c",
"TNP^D","Tsakos Energy Navigation Ltd","24.668","0","n/a","Greece","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tnp^d",
"UBS","UBS AG","13.67","50668115591.21","n/a","Switzerland","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/ubs",
"UN","Unilever NV","42.66","129041554042.26","n/a","Netherlands","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/un",
"UL","Unilever PLC","42.54","128678567954.94","n/a","United Kingdom","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ul",
"QURE","uniQure N.V.","7.2","180986464.8","n/a","Netherlands","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/qure",
"DGLD","VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind","49.37","16341963.7","n/a","Switzerland","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dgld",
"DSLV","VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver","26.41","18564539.76","n/a","Switzerland","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dslv",
"UGLD","VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold In","11.42","91538357.56","n/a","Switzerland","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ugld",
"USLV","VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silve","16.41","243975067.83","n/a","Switzerland","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/uslv",
"TVIZ","VelocityShares Daily 2x VIX Medium Term ETN","8.43","1808167.56","n/a","Switzerland","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/tviz",
"TVIX","VelocityShares Daily 2x VIX Short Term ETN","15.58","259187867.3","n/a","Switzerland","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/tvix",
"ZIV","VelocityShares Daily Inverse VIX Medium Term ETN","44.91","75808080","n/a","Switzerland","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ziv",
"XIV","VelocityShares Daily Inverse VIX Short Term ETN","40.08","568289630.64","n/a","Switzerland","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/xiv",
"VIIZ","VelocityShares VIX Medium Term ETN","12.8","832000","n/a","Switzerland","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viiz",
"VIIX","VelocityShares VIX Short Term ETN","10.68","12772916.88","n/a","Switzerland","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viix",
"VIP","VimpelCom Ltd.","3.21","5639106943.35","n/a","Netherlands","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vip",
"VOD","Vodafone Group Plc","27.77","73753149750.87","n/a","United Kingdom","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vod",
"VTTI","VTTI Energy Partners LP","18.8","756700000","n/a","United Kingdom","2014","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/vtti",
"WFT","Weatherford International plc","6.3","5645755061.1","n/a","Switzerland","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/wft",
"WLTW","Willis Towers Watson Public Limited Company","126.79","17503453578.18","n/a","United Kingdom","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/wltw",
"WPPGY","WPP plc","107.13","28496580000","n/a","Ireland","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/wppgy",
"WMGI","Wright Medical Group N.V.","24.2","2492039431.2","n/a","Netherlands","2011","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgi",
"WMGIZ","Wright Medical Group N.V.","1.35","0","n/a","Netherlands","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgiz",
"XL","XL Group Ltd.","33.5","9211577343","n/a","Ireland","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/xl",
"YNDX","Yandex N.V.","19.5","6258143931","n/a","Netherlands","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/yndx",
